22:15:49.704453 IP 192.168.0.113.42316 > ubuntu.0: Flags [S], seq 1561476481, win 512, length 0
22:15:56.986572 IP 192.168.0.113.3203 > ubuntu.0: Flags [S], seq 261475406, win 512, length 0
22:15:56.986574 IP 192.168.0.113.3204 > ubuntu.0: Flags [S], seq 1856139026, win 512, length 0
22:15:56.986576 IP 192.168.0.113.3205 > ubuntu.0: Flags [S], seq 1607192637, win 512, length 0
22:15:56.986577 IP 192.168.0.113.3206 > ubuntu.0: Flags [S], seq 1418787352, win 512, length 0
22:15:56.986578 IP 192.168.0.113.3207 > ubuntu.0: Flags [S], seq 1249880744, win 512, length 0
22:15:56.986580 IP 192.168.0.113.3208 > ubuntu.0: Flags [S], seq 234722852, win 512, length 0
22:15:56.986581 IP 192.168.0.113.3209 > ubuntu.0: Flags [S], seq 1838836007, win 512, length 0
22:15:56.986582 IP 192.168.0.113.3210 > ubuntu.0: Flags [S], seq 1027217824, win 512, length 0
22:15:56.986583 IP 192.168.0.113.3211 > ubuntu.0: Flags [S], seq 398141667, win 512, length 0
22:15:56.986597 IP 192.168.0.113.3212 > ubuntu.0: Flags [S], seq 76490921, win 512, length 0
22:15:56.986598 IP 192.168.0.113.3213 > ubuntu.0: Flags [S], seq 66642013, win 512, length 0
22:15:56.986600 IP 192.168.0.113.3214 > ubuntu.0: Flags [S], seq 1169649414, win 512, length 0
22:15:56.986632 IP 192.168.0.113.3215 > ubuntu.0: Flags [S], seq 450016930, win 512, length 0
22:15:56.986636 IP 192.168.0.113.3216 > ubuntu.0: Flags [S], seq 1081979361, win 512, length 0
22:15:56.986638 IP 192.168.0.113.3217 > ubuntu.0: Flags [S], seq 1348690857, win 512, length 0
22:15:56.986639 IP 192.168.0.113.3218 > ubuntu.0: Flags [S], seq 513005602, win 512, length 0
22:15:56.986640 IP 192.168.0.113.3219 > ubuntu.0: Flags [S], seq 1317219136, win 512, length 0
22:15:56.986642 IP 192.168.0.113.3220 > ubuntu.0: Flags [S], seq 1705934686, win 512, length 0
22:15:56.986643 IP 192.168.0.113.3221 > ubuntu.0: Flags [S], seq 557494951, win 512, length 0
22:15:56.986644 IP 192.168.0.113.3222 > ubuntu.0: Flags [S], seq 880910551, win 512, length 0
22:15:56.986645 IP 192.168.0.113.3223 > ubuntu.0: Flags [S], seq 806923613, win 512, length 0
22:15:56.986647 IP 192.168.0.113.3224 > ubuntu.0: Flags [S], seq 1620298931, win 512, length 0
22:15:56.986648 IP 192.168.0.113.3225 > ubuntu.0: Flags [S], seq 2106586364, win 512, length 0
22:15:56.986650 IP 192.168.0.113.3226 > ubuntu.0: Flags [S], seq 661146698, win 512, length 0
22:15:56.986651 IP 192.168.0.113.3227 > ubuntu.0: Flags [S], seq 1830752694, win 512, length 0
22:15:56.986653 IP 192.168.0.113.3228 > ubuntu.0: Flags [S], seq 768796222, win 512, length 0
22:15:56.986654 IP 192.168.0.113.3229 > ubuntu.0: Flags [S], seq 1009873679, win 512, length 0
22:15:56.986655 IP 192.168.0.113.3230 > ubuntu.0: Flags [S], seq 601951404, win 512, length 0
22:15:56.986658 IP 192.168.0.113.3231 > ubuntu.0: Flags [S], seq 1766544593, win 512, length 0
22:15:56.986794 IP 192.168.0.113.3232 > ubuntu.0: Flags [S], seq 464909379, win 512, length 0
22:15:56.986802 IP 192.168.0.113.3233 > ubuntu.0: Flags [S], seq 1146197223, win 512, length 0
22:15:56.986803 IP 192.168.0.113.3667 > ubuntu.0: Flags [S], seq 1759494856, win 512, length 0
22:15:56.986805 IP 192.168.0.113.3668 > ubuntu.0: Flags [S], seq 1807000817, win 512, length 0
22:15:56.986806 IP 192.168.0.113.3669 > ubuntu.0: Flags [S], seq 1002823483, win 512, length 0
22:15:56.986807 IP 192.168.0.113.3670 > ubuntu.0: Flags [S], seq 1926253897, win 512, length 0
22:15:56.986809 IP 192.168.0.113.3671 > ubuntu.0: Flags [S], seq 1514446590, win 512, length 0
22:15:56.986810 IP 192.168.0.113.3672 > ubuntu.0: Flags [S], seq 1252886826, win 512, length 0
22:15:56.986811 IP 192.168.0.113.3673 > ubuntu.0: Flags [S], seq 1095676677, win 512, length 0
22:15:56.986852 IP 192.168.0.113.3674 > ubuntu.0: Flags [S], seq 1476953216, win 512, length 0
22:15:56.986854 IP 192.168.0.113.3675 > ubuntu.0: Flags [S], seq 362676544, win 512, length 0
22:15:56.986855 IP 192.168.0.113.3676 > ubuntu.0: Flags [S], seq 492913731, win 512, length 0
22:15:56.998671 IP 192.168.0.113.3677 > ubuntu.0: Flags [S], seq 1001472746, win 512, length 0
22:15:56.998690 IP 192.168.0.113.3678 > ubuntu.0: Flags [S], seq 1308016976, win 512, length 0
22:15:56.998692 IP 192.168.0.113.3679 > ubuntu.0: Flags [S], seq 40591273, win 512, length 0
22:15:56.998693 IP 192.168.0.113.3680 > ubuntu.0: Flags [S], seq 1062628401, win 512, length 0
22:15:56.998695 IP 192.168.0.113.3681 > ubuntu.0: Flags [S], seq 1580812720, win 512, length 0
22:15:56.998696 IP 192.168.0.113.3682 > ubuntu.0: Flags [S], seq 1682107566, win 512, length 0
22:15:56.998698 IP 192.168.0.113.3683 > ubuntu.0: Flags [S], seq 1899237262, win 512, length 0
22:15:56.998699 IP 192.168.0.113.3684 > ubuntu.0: Flags [S], seq 949395372, win 512, length 0
22:15:56.998700 IP 192.168.0.113.3685 > ubuntu.0: Flags [S], seq 1171782754, win 512, length 0
22:15:56.998716 IP 192.168.0.113.3686 > ubuntu.0: Flags [S], seq 2048534902, win 512, length 0
22:15:56.998718 IP 192.168.0.113.3687 > ubuntu.0: Flags [S], seq 384564655, win 512, length 0
22:15:56.998719 IP 192.168.0.113.3688 > ubuntu.0: Flags [S], seq 1818897588, win 512, length 0
22:15:56.998720 IP 192.168.0.113.daap > ubuntu.0: Flags [S], seq 399611396, win 512, length 0
22:15:56.998722 IP 192.168.0.113.svn > ubuntu.0: Flags [S], seq 2000488154, win 512, length 0
22:15:56.998723 IP 192.168.0.113.3691 > ubuntu.0: Flags [S], seq 1970820692, win 512, length 0
22:15:56.998725 IP 192.168.0.113.3692 > ubuntu.0: Flags [S], seq 275592372, win 512, length 0
22:15:56.998727 IP 192.168.0.113.3693 > ubuntu.0: Flags [S], seq 1380502405, win 512, length 0
22:15:56.998729 IP 192.168.0.113.3694 > ubuntu.0: Flags [S], seq 1959515972, win 512, length 0
22:15:56.998730 IP 192.168.0.113.3747 > ubuntu.0: Flags [S], seq 238044765, win 512, length 0
22:15:56.998732 IP 192.168.0.113.3748 > ubuntu.0: Flags [S], seq 565708487, win 512, length 0
22:15:56.998733 IP 192.168.0.113.3749 > ubuntu.0: Flags [S], seq 765764916, win 512, length 0
22:15:56.998734 IP 192.168.0.113.3750 > ubuntu.0: Flags [S], seq 1958915136, win 512, length 0
22:15:56.998736 IP 192.168.0.113.3751 > ubuntu.0: Flags [S], seq 1351339139, win 512, length 0
22:15:56.998737 IP 192.168.0.113.3752 > ubuntu.0: Flags [S], seq 2106509239, win 512, length 0
22:15:56.998739 IP 192.168.0.113.3753 > ubuntu.0: Flags [S], seq 1565504052, win 512, length 0
22:15:56.998740 IP 192.168.0.113.3754 > ubuntu.0: Flags [S], seq 1217751330, win 512, length 0
22:15:56.998742 IP 192.168.0.113.3755 > ubuntu.0: Flags [S], seq 872404012, win 512, length 0
22:15:56.998743 IP 192.168.0.113.3756 > ubuntu.0: Flags [S], seq 1231683194, win 512, length 0
22:15:56.998745 IP 192.168.0.113.3757 > ubuntu.0: Flags [S], seq 1986407829, win 512, length 0
22:15:56.998746 IP 192.168.0.113.3758 > ubuntu.0: Flags [S], seq 1692128284, win 512, length 0
22:15:56.998748 IP 192.168.0.113.3759 > ubuntu.0: Flags [S], seq 549211428, win 512, length 0
22:15:56.998749 IP 192.168.0.113.3760 > ubuntu.0: Flags [S], seq 1687166684, win 512, length 0
22:15:56.998751 IP 192.168.0.113.3761 > ubuntu.0: Flags [S], seq 689961385, win 512, length 0
22:15:56.998752 IP 192.168.0.113.3762 > ubuntu.0: Flags [S], seq 1925447384, win 512, length 0
22:15:56.998754 IP 192.168.0.113.3763 > ubuntu.0: Flags [S], seq 670793015, win 512, length 0
22:15:56.998755 IP 192.168.0.113.3764 > ubuntu.0: Flags [S], seq 1749783555, win 512, length 0
22:15:56.998756 IP 192.168.0.113.3765 > ubuntu.0: Flags [S], seq 1349318645, win 512, length 0
22:15:56.998757 IP 192.168.0.113.3766 > ubuntu.0: Flags [S], seq 1344902298, win 512, length 0
22:15:56.998759 IP 192.168.0.113.3767 > ubuntu.0: Flags [S], seq 1168885483, win 512, length 0
22:15:56.998760 IP 192.168.0.113.3768 > ubuntu.0: Flags [S], seq 922743374, win 512, length 0
22:15:56.998762 IP 192.168.0.113.3769 > ubuntu.0: Flags [S], seq 1156151653, win 512, length 0
22:15:56.998763 IP 192.168.0.113.3770 > ubuntu.0: Flags [S], seq 1883090823, win 512, length 0
22:15:56.998764 IP 192.168.0.113.3771 > ubuntu.0: Flags [S], seq 385852463, win 512, length 0
22:15:56.998766 IP 192.168.0.113.3772 > ubuntu.0: Flags [S], seq 1558926849, win 512, length 0
22:15:56.998767 IP 192.168.0.113.3773 > ubuntu.0: Flags [S], seq 1089008522, win 512, length 0
22:15:56.998768 IP 192.168.0.113.3774 > ubuntu.0: Flags [S], seq 216281563, win 512, length 0
22:15:56.998769 IP 192.168.0.113.3775 > ubuntu.0: Flags [S], seq 499781663, win 512, length 0
22:15:56.998771 IP 192.168.0.113.3776 > ubuntu.0: Flags [S], seq 1122614665, win 512, length 0
22:15:56.998809 IP 192.168.0.113.3777 > ubuntu.0: Flags [S], seq 1845908769, win 512, length 0
22:15:56.998813 IP 192.168.0.113.3778 > ubuntu.0: Flags [S], seq 760225091, win 512, length 0
22:15:56.998815 IP 192.168.0.113.3779 > ubuntu.0: Flags [S], seq 578755767, win 512, length 0
22:15:56.998816 IP 192.168.0.113.3780 > ubuntu.0: Flags [S], seq 2067265713, win 512, length 0
22:15:56.998818 IP 192.168.0.113.3781 > ubuntu.0: Flags [S], seq 742219121, win 512, length 0
22:15:56.998819 IP 192.168.0.113.3836 > ubuntu.0: Flags [S], seq 591725541, win 512, length 0
22:15:56.998821 IP 192.168.0.113.3837 > ubuntu.0: Flags [S], seq 279376113, win 512, length 0
22:15:56.998822 IP 192.168.0.113.3838 > ubuntu.0: Flags [S], seq 1298532753, win 512, length 0
22:15:56.998824 IP 192.168.0.113.3839 > ubuntu.0: Flags [S], seq 1908190720, win 512, length 0
22:15:56.998825 IP 192.168.0.113.3840 > ubuntu.0: Flags [S], seq 729280153, win 512, length 0
22:15:56.998827 IP 192.168.0.113.3841 > ubuntu.0: Flags [S], seq 1192360277, win 512, length 0
22:15:56.998828 IP 192.168.0.113.3842 > ubuntu.0: Flags [S], seq 872710133, win 512, length 0
22:15:56.998829 IP 192.168.0.113.3843 > ubuntu.0: Flags [S], seq 894991266, win 512, length 0
22:15:57.004272 IP 192.168.0.113.3844 > ubuntu.0: Flags [S], seq 407963650, win 512, length 0
22:15:57.004290 IP 192.168.0.113.3845 > ubuntu.0: Flags [S], seq 1903570130, win 512, length 0
22:15:57.004291 IP 192.168.0.113.3846 > ubuntu.0: Flags [S], seq 1677409350, win 512, length 0
22:15:57.004293 IP 192.168.0.113.3847 > ubuntu.0: Flags [S], seq 1137222834, win 512, length 0
22:15:57.004307 IP 192.168.0.113.3848 > ubuntu.0: Flags [S], seq 1656561836, win 512, length 0
22:15:57.004311 IP 192.168.0.113.3849 > ubuntu.0: Flags [S], seq 594557863, win 512, length 0
22:15:57.004312 IP 192.168.0.113.3850 > ubuntu.0: Flags [S], seq 735861177, win 512, length 0
22:15:57.004387 IP 192.168.0.113.3851 > ubuntu.0: Flags [S], seq 927890910, win 512, length 0
22:15:57.004449 IP 192.168.0.113.3852 > ubuntu.0: Flags [S], seq 1286497253, win 512, length 0
22:15:57.004452 IP 192.168.0.113.3853 > ubuntu.0: Flags [S], seq 1215691737, win 512, length 0
22:15:57.004453 IP 192.168.0.113.3854 > ubuntu.0: Flags [S], seq 2098448163, win 512, length 0
22:15:57.004455 IP 192.168.0.113.3855 > ubuntu.0: Flags [S], seq 1922828478, win 512, length 0
22:15:57.004456 IP 192.168.0.113.3856 > ubuntu.0: Flags [S], seq 1020307539, win 512, length 0
22:15:57.004458 IP 192.168.0.113.3857 > ubuntu.0: Flags [S], seq 888613486, win 512, length 0
22:15:57.004459 IP 192.168.0.113.3858 > ubuntu.0: Flags [S], seq 198220386, win 512, length 0
22:15:57.004461 IP 192.168.0.113.3859 > ubuntu.0: Flags [S], seq 520966531, win 512, length 0
22:15:57.004465 IP 192.168.0.113.3860 > ubuntu.0: Flags [S], seq 977820950, win 512, length 0
22:15:57.004466 IP 192.168.0.113.3861 > ubuntu.0: Flags [S], seq 1598557383, win 512, length 0
22:15:57.004467 IP 192.168.0.113.3862 > ubuntu.0: Flags [S], seq 1776055508, win 512, length 0
22:15:57.004469 IP 192.168.0.113.3863 > ubuntu.0: Flags [S], seq 210608235, win 512, length 0
22:15:57.004471 IP 192.168.0.113.3864 > ubuntu.0: Flags [S], seq 1663288824, win 512, length 0
22:15:57.004473 IP 192.168.0.113.3865 > ubuntu.0: Flags [S], seq 1960295009, win 512, length 0
22:15:57.004474 IP 192.168.0.113.3866 > ubuntu.0: Flags [S], seq 1571209012, win 512, length 0
22:15:57.004475 IP 192.168.0.113.3867 > ubuntu.0: Flags [S], seq 1087756374, win 512, length 0
22:15:57.004476 IP 192.168.0.113.3868 > ubuntu.0: Flags [S], seq 789313208, win 512, length 0
22:15:57.004478 IP 192.168.0.113.3869 > ubuntu.0: Flags [S], seq 1974412269, win 512, length 0
22:15:57.004479 IP 192.168.0.113.3870 > ubuntu.0: Flags [S], seq 108793331, win 512, length 0
22:15:57.004480 IP 192.168.0.113.3871 > ubuntu.0: Flags [S], seq 216703845, win 512, length 0
22:15:57.004482 IP 192.168.0.113.3872 > ubuntu.0: Flags [S], seq 1343020438, win 512, length 0
22:15:57.004483 IP 192.168.0.113.3873 > ubuntu.0: Flags [S], seq 65485949, win 512, length 0
22:15:57.004484 IP 192.168.0.113.3874 > ubuntu.0: Flags [S], seq 1574058940, win 512, length 0
22:15:57.004486 IP 192.168.0.113.3875 > ubuntu.0: Flags [S], seq 1981735765, win 512, length 0
22:15:57.004488 IP 192.168.0.113.3876 > ubuntu.0: Flags [S], seq 1044602907, win 512, length 0
22:15:57.004489 IP 192.168.0.113.3877 > ubuntu.0: Flags [S], seq 440069715, win 512, length 0
22:15:57.004491 IP 192.168.0.113.3878 > ubuntu.0: Flags [S], seq 1305359023, win 512, length 0
22:15:57.004492 IP 192.168.0.113.3879 > ubuntu.0: Flags [S], seq 1002065372, win 512, length 0
22:15:57.004493 IP 192.168.0.113.3880 > ubuntu.0: Flags [S], seq 124746625, win 512, length 0
22:15:57.004495 IP 192.168.0.113.3881 > ubuntu.0: Flags [S], seq 1556747606, win 512, length 0
22:15:57.004496 IP 192.168.0.113.3882 > ubuntu.0: Flags [S], seq 1930991930, win 512, length 0
22:15:57.004497 IP 192.168.0.113.3883 > ubuntu.0: Flags [S], seq 386493202, win 512, length 0
22:15:57.004499 IP 192.168.0.113.3884 > ubuntu.0: Flags [S], seq 286426809, win 512, length 0
22:15:57.004501 IP 192.168.0.113.3885 > ubuntu.0: Flags [S], seq 1581757264, win 512, length 0
22:15:57.004502 IP 192.168.0.113.3886 > ubuntu.0: Flags [S], seq 1900345751, win 512, length 0
22:15:57.004503 IP 192.168.0.113.3887 > ubuntu.0: Flags [S], seq 115016160, win 512, length 0
22:15:57.004504 IP 192.168.0.113.3888 > ubuntu.0: Flags [S], seq 1409349273, win 512, length 0
22:15:57.004506 IP 192.168.0.113.3889 > ubuntu.0: Flags [S], seq 1686598182, win 512, length 0
22:15:57.004507 IP 192.168.0.113.3890 > ubuntu.0: Flags [S], seq 1467729416, win 512, length 0
22:15:57.004508 IP 192.168.0.113.3891 > ubuntu.0: Flags [S], seq 1730563927, win 512, length 0
22:15:57.004510 IP 192.168.0.113.3892 > ubuntu.0: Flags [S], seq 1926175450, win 512, length 0
22:15:57.004511 IP 192.168.0.113.3893 > ubuntu.0: Flags [S], seq 1683135845, win 512, length 0
22:15:57.004513 IP 192.168.0.113.3894 > ubuntu.0: Flags [S], seq 1212053348, win 512, length 0
22:15:57.004514 IP 192.168.0.113.3895 > ubuntu.0: Flags [S], seq 28733134, win 512, length 0
22:15:57.004516 IP 192.168.0.113.3896 > ubuntu.0: Flags [S], seq 93470212, win 512, length 0
22:15:57.004517 IP 192.168.0.113.3897 > ubuntu.0: Flags [S], seq 829989947, win 512, length 0
22:15:57.004518 IP 192.168.0.113.3898 > ubuntu.0: Flags [S], seq 1178565065, win 512, length 0
22:15:57.004519 IP 192.168.0.113.4555 > ubuntu.0: Flags [S], seq 1435194432, win 512, length 0
22:15:57.004520 IP 192.168.0.113.4556 > ubuntu.0: Flags [S], seq 377676457, win 512, length 0
22:15:57.004536 IP 192.168.0.113.fax > ubuntu.0: Flags [S], seq 170186342, win 512, length 0
22:15:57.004540 IP 192.168.0.113.4558 > ubuntu.0: Flags [S], seq 877449706, win 512, length 0
22:15:57.004541 IP 192.168.0.113.hylafax > ubuntu.0: Flags [S], seq 1184438120, win 512, length 0
22:15:57.004542 IP 192.168.0.113.4560 > ubuntu.0: Flags [S], seq 655957152, win 512, length 0
22:15:57.006488 IP 192.168.0.113.4561 > ubuntu.0: Flags [S], seq 670379310, win 512, length 0
22:15:57.006504 IP 192.168.0.113.4562 > ubuntu.0: Flags [S], seq 1540058498, win 512, length 0
22:15:57.006506 IP 192.168.0.113.4563 > ubuntu.0: Flags [S], seq 712055107, win 512, length 0
22:15:57.006507 IP 192.168.0.113.4564 > ubuntu.0: Flags [S], seq 1423122336, win 512, length 0
22:15:57.006509 IP 192.168.0.113.4565 > ubuntu.0: Flags [S], seq 1514433746, win 512, length 0
22:15:57.006510 IP 192.168.0.113.4566 > ubuntu.0: Flags [S], seq 1557272266, win 512, length 0
22:15:57.006512 IP 192.168.0.113.4567 > ubuntu.0: Flags [S], seq 34694233, win 512, length 0
22:15:57.006513 IP 192.168.0.113.4568 > ubuntu.0: Flags [S], seq 15802590, win 512, length 0
22:15:57.006515 IP 192.168.0.113.iax > ubuntu.0: Flags [S], seq 730200497, win 512, length 0
22:15:57.006516 IP 192.168.0.113.4570 > ubuntu.0: Flags [S], seq 1641381130, win 512, length 0
22:15:57.006517 IP 192.168.0.113.4571 > ubuntu.0: Flags [S], seq 1045704032, win 512, length 0
22:15:57.006519 IP 192.168.0.113.4572 > ubuntu.0: Flags [S], seq 1947371227, win 512, length 0
22:15:57.006520 IP 192.168.0.113.4573 > ubuntu.0: Flags [S], seq 1228351982, win 512, length 0
22:15:57.006522 IP 192.168.0.113.4574 > ubuntu.0: Flags [S], seq 1348728200, win 512, length 0
22:15:57.006523 IP 192.168.0.113.4575 > ubuntu.0: Flags [S], seq 675661570, win 512, length 0
22:15:57.006524 IP 192.168.0.113.4576 > ubuntu.0: Flags [S], seq 1284854940, win 512, length 0
22:15:57.006528 IP 192.168.0.113.4577 > ubuntu.0: Flags [S], seq 2071147156, win 512, length 0
22:15:57.006530 IP 192.168.0.113.4578 > ubuntu.0: Flags [S], seq 362159690, win 512, length 0
22:15:57.006531 IP 192.168.0.113.4579 > ubuntu.0: Flags [S], seq 325044806, win 512, length 0
22:15:57.006532 IP 192.168.0.113.4580 > ubuntu.0: Flags [S], seq 1979690760, win 512, length 0
22:15:57.006534 IP 192.168.0.113.4581 > ubuntu.0: Flags [S], seq 793784304, win 512, length 0
22:15:57.006535 IP 192.168.0.113.4582 > ubuntu.0: Flags [S], seq 646954830, win 512, length 0
22:15:57.006548 IP 192.168.0.113.4583 > ubuntu.0: Flags [S], seq 492850971, win 512, length 0
22:15:57.006551 IP 192.168.0.113.4584 > ubuntu.0: Flags [S], seq 1806673291, win 512, length 0
22:15:57.006553 IP 192.168.0.113.4585 > ubuntu.0: Flags [S], seq 1377734521, win 512, length 0
22:15:57.006554 IP 192.168.0.113.4586 > ubuntu.0: Flags [S], seq 641229091, win 512, length 0
22:15:57.006556 IP 192.168.0.113.4587 > ubuntu.0: Flags [S], seq 2122317108, win 512, length 0
22:15:57.006557 IP 192.168.0.113.4588 > ubuntu.0: Flags [S], seq 1696217618, win 512, length 0
22:15:57.006558 IP 192.168.0.113.4589 > ubuntu.0: Flags [S], seq 240380326, win 512, length 0
22:15:57.006559 IP 192.168.0.113.4590 > ubuntu.0: Flags [S], seq 1086727000, win 512, length 0
22:15:57.006561 IP 192.168.0.113.4591 > ubuntu.0: Flags [S], seq 596247497, win 512, length 0
22:15:57.006616 IP 192.168.0.113.4592 > ubuntu.0: Flags [S], seq 1586804775, win 512, length 0
22:15:57.006620 IP 192.168.0.113.4593 > ubuntu.0: Flags [S], seq 1303490037, win 512, length 0
22:15:57.006621 IP 192.168.0.113.4594 > ubuntu.0: Flags [S], seq 458358389, win 512, length 0
22:15:57.006623 IP 192.168.0.113.4595 > ubuntu.0: Flags [S], seq 474532169, win 512, length 0
22:15:57.006624 IP 192.168.0.113.4596 > ubuntu.0: Flags [S], seq 718961475, win 512, length 0
22:15:57.006666 IP 192.168.0.113.4597 > ubuntu.0: Flags [S], seq 601434926, win 512, length 0
22:15:57.006670 IP 192.168.0.113.4598 > ubuntu.0: Flags [S], seq 156646754, win 512, length 0
22:15:57.006672 IP 192.168.0.113.4599 > ubuntu.0: Flags [S], seq 1547883199, win 512, length 0
22:15:57.006687 IP 192.168.0.113.distmp3 > ubuntu.0: Flags [S], seq 1210377460, win 512, length 0
22:15:57.006689 IP 192.168.0.113.4601 > ubuntu.0: Flags [S], seq 785510669, win 512, length 0
22:15:57.006690 IP 192.168.0.113.4602 > ubuntu.0: Flags [S], seq 1318986858, win 512, length 0
22:15:57.006692 IP 192.168.0.113.4603 > ubuntu.0: Flags [S], seq 463209958, win 512, length 0
22:15:57.006693 IP 192.168.0.113.4604 > ubuntu.0: Flags [S], seq 1594015599, win 512, length 0
22:15:57.006694 IP 192.168.0.113.4605 > ubuntu.0: Flags [S], seq 1765164685, win 512, length 0
22:15:57.006695 IP 192.168.0.113.4606 > ubuntu.0: Flags [S], seq 1652318786, win 512, length 0
22:15:57.006696 IP 192.168.0.113.4607 > ubuntu.0: Flags [S], seq 392849195, win 512, length 0
22:15:57.006699 IP 192.168.0.113.4608 > ubuntu.0: Flags [S], seq 57903067, win 512, length 0
22:15:57.006700 IP 192.168.0.113.4609 > ubuntu.0: Flags [S], seq 1009640094, win 512, length 0
22:15:57.006899 IP 192.168.0.113.4610 > ubuntu.0: Flags [S], seq 1425621434, win 512, length 0
22:15:57.006906 IP 192.168.0.113.4611 > ubuntu.0: Flags [S], seq 1138054200, win 512, length 0
22:15:57.006908 IP 192.168.0.113.4612 > ubuntu.0: Flags [S], seq 940722695, win 512, length 0
22:15:57.006909 IP 192.168.0.113.4613 > ubuntu.0: Flags [S], seq 1480581749, win 512, length 0
22:15:57.006910 IP 192.168.0.113.4614 > ubuntu.0: Flags [S], seq 1102998686, win 512, length 0
